+---------+-------+-----------+--------+-----------+------------+
|hall_name|session|seat_number|seat_row|seat_markup|is_available|
|Hall 1112|9870   |9          |8       |20         |true        |
|Hall 1112|9870   |16         |9       |20         |true        |
|Hall 1112|9870   |18         |8       |30         |true        |
|Hall 1176|9871   |6          |8       |20         |true        |
|Hall 1176|9871   |5          |5       |10         |true        |
|Hall 1176|9871   |10         |2       |50         |true        |
|Hall 1226|9872   |12         |2       |10         |true        |
|Hall 1226|9872   |3          |2       |30         |true        |
|Hall 1226|9872   |6          |7       |50         |true        |
|Hall 1226|9872   |20         |10      |20         |true        |
|Hall 1226|9872   |15         |6       |50         |true        |
|Hall 786 |9873   |1          |6       |50         |true        |
|Hall 786 |9873   |15         |7       |20         |true        |
|Hall 786 |9873   |8          |1       |30         |true        |
|Hall 786 |9873   |6          |6       |30         |true        |
|Hall 786 |9873   |3          |6       |20         |true        |
|Hall 786 |9873   |8          |3       |20         |true        |
|Hall 786 |9873   |5          |1       |30         |true        |
|Hall 1725|9874   |12         |3       |20         |true        |
|Hall 1725|9874   |8          |10      |50         |true        |
|Hall 1725|9874   |15         |10      |30         |true        |
|Hall 1725|9874   |8          |9       |10         |true        |
|Hall 1725|9874   |17         |7       |20         |true        |
|Hall 1725|9874   |7          |7       |50         |true        |
|Hall 1725|9874   |9          |3       |10         |true        |
|Hall 331 |9875   |13         |10      |50         |true        |
|Hall 331 |9875   |12         |1       |30         |true        |
|Hall 331 |9875   |18         |8       |20         |true        |
|Hall 1715|9876   |2          |4       |10         |true        |
|Hall 1715|9876   |13         |9       |30         |true        |
|Hall 1715|9876   |3          |4       |20         |true        |
|Hall 1715|9876   |19         |6       |50         |true        |
|Hall 1715|9876   |6          |8       |10         |true        |
|Hall 1715|9876   |18         |7       |30         |true        |
|Hall 1715|9876   |16         |8       |10         |true        |
|Hall 1120|9877   |12         |7       |50         |true        |
|Hall 1120|9877   |3          |9       |10         |true        |
|Hall 1120|9877   |4          |4       |30         |true        |
|Hall 1120|9877   |5          |9       |10         |true        |
|Hall 1120|9877   |14         |3       |20         |true        |
|Hall 416 |9878   |14         |6       |50         |true        |
|Hall 416 |9878   |5          |3       |30         |true        |
|Hall 416 |9878   |14         |5       |20         |true        |
|Hall 583 |9879   |1          |1       |10         |true        |
|Hall 583 |9879   |20         |6       |50         |true        |
|Hall 583 |9879   |14         |8       |30         |true        |
|Hall 583 |9879   |8          |3       |30         |true        |
|Hall 583 |9879   |20         |3       |50         |true        |
|Hall 1782|9880   |11         |3       |10         |true        |
|Hall 1782|9880   |14         |6       |30         |true        |
|Hall 1782|9880   |6          |8       |50         |true        |
|Hall 1782|9880   |7          |3       |50         |true        |
|Hall 1782|9880   |20         |5       |10         |true        |
|Hall 1123|9881   |18         |8       |30         |true        |
|Hall 1123|9881   |19         |3       |20         |true        |
|Hall 1123|9881   |19         |5       |30         |true        |
|Hall 603 |9882   |5          |3       |10         |true        |
|Hall 603 |9882   |17         |9       |30         |true        |
|Hall 603 |9882   |7          |1       |50         |true        |
|Hall 1847|9883   |3          |4       |30         |true        |
|Hall 1847|9883   |11         |5       |20         |true        |
|Hall 1847|9883   |4          |3       |50         |true        |
|Hall 1847|9883   |19         |7       |10         |true        |
|Hall 1847|9883   |16         |4       |10         |true        |
|Hall 1847|9883   |11         |3       |50         |true        |
|Hall 1847|9883   |13         |2       |20         |true        |
|Hall 1847|9883   |1          |2       |50         |true        |
|Hall 1847|9883   |18         |2       |20         |true        |
|Hall 1847|9883   |20         |2       |20         |true        |
|Hall 1847|9883   |4          |2       |10         |true        |
|Hall 881 |9884   |14         |6       |10         |true        |
|Hall 881 |9884   |20         |7       |30         |true        |
|Hall 881 |9884   |16         |10      |10         |true        |
|Hall 881 |9884   |19         |7       |30         |true        |
|Hall 881 |9884   |12         |9       |10         |true        |
|Hall 1834|9885   |16         |2       |50         |true        |
|Hall 1828|9886   |16         |4       |50         |true        |
|Hall 1828|9886   |19         |10      |10         |true        |
|Hall 1828|9886   |18         |7       |10         |true        |
|Hall 180 |9887   |14         |2       |20         |true        |
|Hall 180 |9887   |19         |10      |50         |true        |
|Hall 180 |9887   |18         |1       |50         |true        |
|Hall 1889|9888   |11         |3       |30         |true        |
|Hall 1889|9888   |11         |10      |50         |true        |
|Hall 1889|9888   |2          |1       |10         |true        |
|Hall 1889|9888   |2          |10      |10         |true        |
|Hall 1889|9888   |10         |8       |20         |true        |
|Hall 15  |9889   |2          |1       |30         |true        |
|Hall 15  |9889   |20         |10      |50         |true        |
|Hall 1524|9890   |2          |3       |50         |true        |
|Hall 1524|9890   |11         |7       |20         |true        |
|Hall 1524|9890   |4          |4       |10         |true        |
|Hall 1524|9890   |4          |7       |20         |true        |
|Hall 1524|9890   |10         |1       |10         |true        |
|Hall 1524|9890   |2          |4       |10         |true        |
|Hall 1524|9890   |11         |9       |50         |true        |
|Hall 1177|9891   |12         |4       |50         |true        |
|Hall 1177|9891   |7          |3       |30         |true        |
|Hall 1177|9891   |18         |4       |10         |true        |
|Hall 1177|9891   |13         |6       |20         |true        |
|Hall 1177|9891   |13         |9       |20         |true        |
|Hall 78  |9892   |14         |9       |20         |true        |
|Hall 78  |9892   |9          |1       |30         |true        |
|Hall 78  |9892   |1          |1       |50         |true        |
|Hall 1760|9893   |15         |5       |50         |true        |
|Hall 1760|9893   |12         |6       |50         |true        |
|Hall 1760|9893   |19         |3       |30         |true        |
|Hall 1760|9893   |18         |1       |10         |true        |
|Hall 1760|9893   |17         |3       |50         |true        |
|Hall 1760|9893   |7          |5       |50         |true        |
|Hall 1760|9893   |9          |5       |50         |true        |
|Hall 465 |9894   |12         |9       |20         |true        |
|Hall 465 |9894   |13         |9       |50         |true        |
|Hall 465 |9894   |1          |9       |30         |true        |
|Hall 465 |9894   |12         |10      |10         |true        |
|Hall 465 |9894   |7          |8       |50         |true        |
|Hall 1249|9895   |1          |10      |30         |true        |
|Hall 1249|9895   |4          |8       |50         |true        |
|Hall 1249|9895   |4          |1       |30         |true        |
|Hall 1249|9895   |17         |10      |10         |true        |
|Hall 69  |9896   |8          |4       |10         |true        |
|Hall 69  |9896   |1          |6       |10         |true        |
|Hall 69  |9896   |14         |1       |20         |true        |
|Hall 1367|9897   |16         |2       |10         |true        |
|Hall 1367|9897   |6          |1       |20         |true        |
